Opening,Opening.1,Title,Production company,Cast and crew,.mw-parser-output .tooltip-dotted{border-bottom:1px dotted;cursor:help}Ref.,Ref.
J A N U A R Y,1.0,Shadow in the Cloud,Vertical Entertainment,"Roseanne Liang (director/screenplay); Max Landis (screenplay); Chloë Grace Moretz, Taylor John Smith, Beulah Koale, Callan Mulvey, Nick Robinson",[2],
J A N U A R Y,13.0,The White Tiger,Netflix,"Ramin Bahrani (director/screenplay); Adarsh Gourav, Rajkummar Rao, Priyanka Chopra Jonas",,
J A N U A R Y,14.0,Locked Down,HBO Max / Warner Bros. Pictures,"Doug Liman (director); Steven Knight (screenplay); Anne Hathaway, Chiwetel Ejiofor, Stephen Merchant, Mindy Kaling, Lucy Boynton, Dulé Hill, Jazmyn Simon, Mark Gatiss, Claes Bang, Ben Stiller, Ben Kingsley",[3],
J A N U A R Y,15.0,The Dig,Netflix / Clerkenwell Films,"Simon Stone (director); Moira Buffini (screenplay); Carey Mulligan, Ralph Fiennes, Lily James, Johnny Flynn, Ben Chaplin, Ken Stott, Archie Barnes, Monica Dolan",[4],
J A N U A R Y,15.0,Outside the Wire,Netflix,"Mikael Håfström (director); Rob Yescombe, Rowan Athale (screenplay); Anthony Mackie, Damson Idris, Emily Beecham, Michael Kelly, Pilou Asbæk",[5],
J A N U A R Y,15.0,The Marksman,Open Road Films,"Robert Lorenz (director/screenplay); Chris Charles, Danny Kravitz (screenplay); Liam Neeson, Katheryn Winnick, Juan Pablo Raba, Teresa Ruiz",[6],
J A N U A R Y,15.0,The Ultimate Playlist of Noise,Hulu,"Bennett Lasseter (director); Mitchell Winkie (screenplay); Keean Johnson, Madeline Brewer, Rya Kihlstedt, Ian Gomez, Bonnie Hunt",[7],
J A N U A R Y,15.0,American Skin,Vertical Entertainment,"Nate Parker (director/screenplay); Nate Parker, Omari Hardwick, Theo Rossi, Shane Paul McGhie, Milauna Jackson, Beau Knapp",[8],
J A N U A R Y,15.0,Don't Tell a Soul,Lionsgate / Saban Films,"Alex McAulay (director/screenplay); Jack Dylan Grazer, Fionn Whitehead, Rainn Wilson, Mena Suvari",[9],
J A N U A R Y,22.0,Our Friend,Gravitas Ventures / Black Bear Pictures,"Gabriela Cowperthwaite (director); Brad Ingelsby (screenplay); Jason Segel, Dakota Johnson, Casey Affleck, Gwendoline Christie, Cherry Jones",[10],
J A N U A R Y,22.0,No Man's Land,IFC Films,"Conor Allyn (director); Jake Allyn, David Barraza (screenplay); Jake Allyn, Frank Grillo, Jorge A. Jiménez, Andie MacDowell, George Lopez",,
J A N U A R Y,22.0,Born a Champion,Lionsgate,"Alex Ranarivelo (director/screenplay); Sean Patrick Flanery (screenplay); Sean Patrick Flanery, Dennis Quaid, Katrina Bowden",[11],
J A N U A R Y,26.0,Wrong Turn,Saban Films / Constantin Film,"Mike P. Nelson (director); Alan B. McElroy (screenplay); Charlotte Vega, Adain Bradley, Bill Sage, Emma Dumont, Dylan McTee, Daisy Head, Matthew Modine",[12],
J A N U A R Y,27.0,Penguin Bloom,Netflix / Roadshow Films,"Glenda Ivin (director); Shaun Grant, Harry Cripps (screenplay); Naomi Watts, Andrew Lincoln, Jacki Weaver, Rachel House",[13],
J A N U A R Y,29.0,The Little Things,Warner Bros. Pictures / Gran Via Productions / HBO Max,"John Lee Hancock (director/screenplay); Denzel Washington, Rami Malek, Jared Leto, Chris Bauer, Michael Hyatt, Terry Kinney, Natalie Morales",[14],
J A N U A R Y,29.0,Finding ʻOhana,Netflix,"Jude Weng (director); Christina Strain (screenplay); Kea Peahu, Alex Aiono, Lindsay Watson, Owen Vaccaro, Kelly Hu, Branscombe Richmond, Chris Parnell, Marc Evan Jackson",[15],
J A N U A R Y,29.0,Nomadland,Searchlight Pictures / Hulu,"Chloé Zhao (director/screenplay); Frances McDormand, David Strathairn, Linda May, Charlene Swankie, Bob Wells",[16],
J A N U A R Y,29.0,Malcolm & Marie,Netflix,"Sam Levinson (director/screenplay); Zendaya, John David Washington",[17],
J A N U A R Y,29.0,Palmer,Apple TV+,"Fisher Stevens (director) Cheryl Guerriero (screenplay); Justin Timberlake, Juno Temple, Alisha Wainwright, June Squibb, Ryder Allen",[18],
F E B R U A R Y,5.0,Falling,Quiver Distribution,"Viggo Mortensen (director/screenplay); Viggo Mortensen, Lance Henriksen, Terry Chen, Sverrir Gudnason, Hannah Gross, Laura Linney",[19],
F E B R U A R Y,5.0,Bliss,Amazon Studios,"Mike Cahill (director/screenplay); Owen Wilson, Salma Hayek",,
F E B R U A R Y,5.0,Little Fish,IFC Films / Black Bear Pictures,"Chad Hartigan (director); Mattson Tomlin (screenplay); Olivia Cooke, Jack O'Connell, Raúl Castillo, Soko",[20],
F E B R U A R Y,5.0,Son of the South,Vertical Entertainment,"Barry Alexander Brown (director/screenplay); Lucas Till, Lucy Hale, Cedric the Entertainer, Brian Dennehy",,
F E B R U A R Y,5.0,PVT Chat,Dark Star Pictures,"Ben Hozie (director/screenplay); Julia Fox, Nikki Belfiglio, Austin Brown, Peter Vack",[21],
F E B R U A R Y,10.0,Music,Vertical Entertainment,"Sia (director/screenplay); Dallas Clayton (screenplay); Kate Hudson, Leslie Odom Jr., Maddie Ziegler",[22],
F E B R U A R Y,12.0,Judas and the Black Messiah,Warner Bros. Pictures / Participant / Bron Creative / HBO Max,"Shaka King (director/screenplay); Will Berson (screenplay); Daniel Kaluuya, Lakeith Stanfield, Jesse Plemons, Dominique Fishback, Ashton Sanders, Darrell Britt-Gibson, Lil Rel Howery, Algee Smith, Dominique Thorne, Martin Sheen",[23],
F E B R U A R Y,12.0,The Mauritanian,STXfilms / Topic Studios / BBC Film,"Kevin Macdonald (director); M.B. Traven, Rory Haines, Sohrab Noshirvani (screenplay); Jodie Foster, Tahar Rahim, Shailene Woodley, Zachary Levi, Benedict Cumberbatch",,
F E B R U A R Y,12.0,Breaking News in Yuba County,American International Pictures / AGC Studios / Nine Stories Productions,"Tate Taylor (director); Amanda Idoko (screenplay); Allison Janney, Mila Kunis, Awkwafina, Regina Hall, Wanda Sykes, Juliette Lewis, Samira Wiley, Matthew Modine, Ellen Barkin",,
F E B R U A R Y,12.0,Barb and Star Go to Vista Del Mar,Lionsgate / Gloria Sanchez Productions,"Josh Greenbaum (director); Annie Mumolo, Kristen Wiig (screenplay); Kristen Wiig, Annie Mumolo, Jamie Dornan, Damon Wayans Jr.",[24],
F E B R U A R Y,12.0,Minari,A24 / Plan B Entertainment,"Lee Isaac Chung (director/screenplay); Steven Yeun, Han Ye-ri, Alan Kim, Noel Kate Cho, Scott Haze, Youn Yuh-jung, Will Patton",[25],
F E B R U A R Y,12.0,To All the Boys: Always and Forever,Netflix,"Michael Fimognari (director); Katie Lovejoy (screenplay); Lana Condor, Noah Centineo, Jordan Fisher, Holland Taylor, Sarayu Blue, John Corbett",[26],
F E B R U A R Y,12.0,The World to Come,Bleecker Street / Ingenious Media,"Mona Fastvold (director); Ron Hansen, Jim Shepard (screenplay); Katherine Waterston, Vanessa Kirby, Christopher Abbott, Casey Affleck",,
F E B R U A R Y,12.0,French Exit,Sony Pictures Classics,"Azazel Jacobs (director); Patrick deWitt (screenplay); Michelle Pfeiffer, Lucas Hedges, Tracy Letts, Danielle Macdonald, Imogen Poots",[27],
F E B R U A R Y,12.0,Land,Focus Features / Big Beach,"Robin Wright (director); Jesse Chatham, Erin Dignam (screenplay); Robin Wright, Demián Bichir, Kim Dickens",[28],
F E B R U A R Y,12.0,Willy's Wonderland,Screen Media Films,"Kevin Lewis (director); G.O. Parsons (screenplay); Nicolas Cage, Emily Tosta, Ric Reitz, Beth Grant",,
F E B R U A R Y,12.0,The Map of Tiny Perfect Things,Amazon Studios,"Ian Samuels (director); Lev Grossman (screenplay); Kathryn Newton, Kyle Allen, Al Madrigal",[29],
F E B R U A R Y,12.0,Fear of Rain,Lionsgate,"Castille Landon (director/screenplay); Katherine Heigl, Madison Iseman, Israel Broussard, Harry Connick Jr.",,
F E B R U A R Y,19.0,I Care a Lot,Netflix / Amazon Studios / STXfilms / Black Bear Pictures,"J Blakeson (director/screenplay); Rosamund Pike, Peter Dinklage, Eiza González, Chris Messina, Dianne Wiest, Isiah Whitlock Jr.",[30],
F E B R U A R Y,19.0,Flora & Ulysses,Disney+ / Walt Disney Pictures,"Lena Khan (director); Brad Copeland (screenplay); Matilda Lawler, Alyson Hannigan, Ben Schwartz, Anna Deavere Smith, Danny Pudi, Benjamin Evan Ainsworth, Janeane Garofalo, Kate Micucci",[31],
F E B R U A R Y,19.0,Silk Road,Lionsgate,"Tiller Russell (director/screenplay); Jason Clarke, Nick Robinson, Katie Aselton, Jimmi Simpson, Daniel David Stewart, Darrell Britt-Gibson, Lexi Rabe, Will Ropp, Paul Walter Hauser, Alexandra Shipp",[32],
F E B R U A R Y,26.0,Tom & Jerry,Warner Bros. Pictures / Warner Animation Group / HBO Max,"Tim Story (director); Kevin Costello (screenplay); Chloë Grace Moretz, Michael Peña, Colin Jost, Rob Delaney, Pallavi Sharda, Jordan Bolger, Patsy Ferran, Nicky Jam, Bobby Cannavale, Lil Rel Howery, Ken Jeong",[33],
F E B R U A R Y,26.0,The United States vs. Billie Holiday,Hulu / Roth/Kirschenbaum Films,"Lee Daniels (director); Suzan-Lori Parks (screenplay); Andra Day, Trevante Rhodes, Garrett Hedlund, Leslie Jordan, Miss Lawrence, Adriane Lenox, Natasha Lyonne, Rob Morgan, Da'Vine Joy Randolph, Evan Ross, Tyler James Williams",[34],
F E B R U A R Y,26.0,Cherry,Apple TV+ / AGBO,"Anthony and Joe Russo (directors); Angela Russo-Otstot, Jessica Goldberg (screenplay); Tom Holland, Ciara Bravo, Jack Reynor, Michael Rispoli, Jeff Wahlberg",[35],
F E B R U A R Y,26.0,Crisis,Quiver Distribution,"Nicholas Jarecki (director/screenplay); Gary Oldman, Armie Hammer, Evangeline Lilly, Greg Kinnear, Michelle Rodriguez, Luke Evans, Lily-Rose Depp, Scott Mescudi, Martin Donovan",[36],
F E B R U A R Y,26.0,Billie Eilish: The World's a Little Blurry,Neon / Apple TV+,"R. J. Cutler (director/screenplay); Billie Eilish, Finneas O'Connell, Maggie Baird, Patrick O'Connell",[37],
F E B R U A R Y,26.0,The Vigil,IFC Midnight / Blumhouse Productions,"Keith Thomas (director/screenplay); Dave Davis, Menashe Lustig, Malky Goldman, Fred Melamed, Lynn Cohen",[38],
M A R C H,3.0,Moxie,Netflix,"Amy Poehler (director); Tamara Chestna, Dylan Meyer (screenplay); Hadley Robinson, Lauren Tsai, Patrick Schwarzenegger, Hico Hiraga, Sydney Park, Josephine Langford, Clark Gregg, Ike Barinholtz, Amy Poehler, Marcia Gay Harden",,
M A R C H,4.0,Coming 2 America,Amazon Studios / Paramount Pictures,"Craig Brewer (director); Kenya Barris, Barry W. Blaustein, David Sheffield (screenplay); Eddie Murphy, Arsenio Hall, Jermaine Fowler, Leslie Jones, Tracy Morgan, KiKi Layne, Shari Headley, Teyana Taylor, Wesley Snipes, James Earl Jones",[39],
M A R C H,4.0,The SpongeBob Movie: Sponge on the Run,Paramount+ / Paramount Animation / Nickelodeon Movies / MRC,"Tim Hill (director/screenplay); Tom Kenny, Awkwafina, Matt Berry, Snoop Dogg, Bill Fagerbakke, Clancy Brown, Tiffany Haddish, Carolyn Lawrence, Mr. Lawrence, Keanu Reeves, Danny Trejo, Reggie Watts",[40],
M A R C H,5.0,Raya and the Last Dragon,Walt Disney Pictures / Walt Disney Animation Studios / Disney+,"Don Hall, Carlos López Estrada (directors); Qui Nguyen, Adele Lim (screenplay); Kelly Marie Tran, Awkwafina, Izaac Wang, Gemma Chan, Daniel Dae Kim, Benedict Wong, Sandra Oh, Thalia Tran, Lucille Soong, Alan Tudyk",[41],
M A R C H,5.0,Chaos Walking,Lionsgate / Bron Creative / 3 Arts Entertainment,"Doug Liman (director); Patrick Ness, Christopher Ford (screenplay); Daisy Ridley, Tom Holland, Mads Mikkelsen, Demián Bichir, Cynthia Erivo, Nick Jonas, Ray McKinnon, Kurt Sutter, David Oyelowo",[42],
M A R C H,5.0,Boss Level,Hulu / Ingenious Media,"Joe Carnahan (director/screenplay); Chris Borey, Eddie Borey (screenplay); Frank Grillo, Mel Gibson, Naomi Watts, Annabelle Wallis, Ken Jeong, Will Sasso, Selina Lo, Meadow Williams, Michelle Yeoh",[43],
M A R C H,5.0,Boogie,Focus Features,"Eddie Huang (director/screenplay); Taylor Takahashi, Taylour Paige, Jorge Lendeborg Jr., Bashar ""Pop Smoke"" Jackson",[44],
M A R C H,12.0,Yes Day,Netflix,"Miguel Arteta (director); Justin Malen (screenplay); Jennifer Garner, Édgar Ramírez, Jenna Ortega",[45],
M A R C H,12.0,Long Weekend,Stage 6 Films,"Steve Basilone (director/screenplay); Finn Wittrock, Zoë Chao, Casey Wilson, Jim Rash, Damon Wayans Jr.",[46],
M A R C H,12.0,Cosmic Sin,Saban Films,"Edward Drake (director/screenplay); Corey Large (screenplay); Bruce Willis, Frank Grillo, Brandon Thomas Lee, C.J. Perry",,
M A R C H,12.0,Trust,Vertical Entertainment,"Brian DeCubellis (director/screenplay); Kristen Lazarian, K.S. Bruce (screenplay); Victoria Justice, Matthew Daddario, Katherine McNamara, Lucien Laviscount, Ronny Chieng, Lindsey Broad",[47],
M A R C H,18.0,Zack Snyder's Justice League,HBO Max / Warner Bros. Pictures / DC Films / Atlas Entertainment / The Stone Quarry,"Zack Snyder (director); Chris Terrio (screenplay); Ben Affleck, Henry Cavill, Amy Adams, Gal Gadot, Ray Fisher, Jason Momoa, Ezra Miller, Willem Dafoe, Jesse Eisenberg, Jeremy Irons, Diane Lane, Connie Nielsen, J. K. Simmons, Ciarán Hinds",[48],
M A R C H,19.0,The Courier,Roadside Attractions / FilmNation Entertainment,"Dominic Cooke (director); Tom O'Connor (screenplay); Benedict Cumberbatch, Merab Ninidze, Rachel Brosnahan, Jessie Buckley, Angus Wright",[49],
M A R C H,19.0,City of Lies,Saban Films / Miramax,"Brad Furman (director); Christian Contreras (screenplay); Johnny Depp, Forest Whitaker",[50],
M A R C H,19.0,Happily,Saban Films,"BenDavid Grabinski (director/screenplay); Joel McHale, Kerry Bishé, Stephen Root",[51],
M A R C H,26.0,Nobody,Universal Pictures / Perfect World Pictures / 87North Productions,"Ilya Naishuller (director); Derek Kolstad (screenplay); Bob Odenkirk, Connie Nielsen, Aleksei Serebryakov, RZA, Michael Ironside, Colin Salmon, Christopher Lloyd",[52],
M A R C H,26.0,Bad Trip,Netflix / Orion Pictures,"Kitao Sakurai (director/screenplay); Dan Curry, Eric André (screenplay); Eric André, Lil Rel Howery, Tiffany Haddish",,
M A R C H,26.0,The Seventh Day,Vertical Entertainment / Voltage Pictures,"Justin P. Lange (director/screenplay); Guy Pearce, Vadhir Derbez, Stephen Lang, Keith David, Robin Bartlett",[53],
M A R C H,26.0,Senior Moment,Screen Media Films,"Giorgio Serafini (director); Kurt Brungardt, Christopher Momenee (screenplay); William Shatner, Jean Smart, Christopher Lloyd",[54],
M A R C H,31.0,Godzilla vs. Kong,Warner Bros. Pictures / Legendary Entertainment / HBO Max,"Adam Wingard (director); Eric Pearson, Max Borenstein (screenplay); Alexander Skarsgård, Millie Bobby Brown, Rebecca Hall, Brian Tyree Henry, Shun Oguri, Eiza González, Julian Dennison, Lance Reddick, Kyle Chandler, Demián Bichir",[55],
A P R I L,2.0,Concrete Cowboy,Netflix,"Ricky Staub (director/screenplay); Dan Walser (screenplay); Idris Elba, Caleb McLaughlin, Jharrel Jerome, Byron Bowers, Lorraine Toussaint, Clifford ""Method Man"" Smith",,[56]
A P R I L,2.0,The Unholy,Screen Gems / Ghost House Pictures,"Evan Spiliotopoulos (director/screenplay); Jeffrey Dean Morgan, Katie Aselton, William Sadler, Cricket Brown, Diogo Morgado, Cary Elwes",,[57]
A P R I L,2.0,Every Breath You Take,Vertical Entertainment,"Vaughn Stein (director); David Murray (screenplay); Casey Affleck, Sam Claflin, Veronica Ferres, India Eisley, Michelle Monaghan",,[58]
A P R I L,2.0,Shiva Baby,Utopia,"Emma Seligman (director/screenplay); Rachel Sennott, Molly Gordon, Polly Draper, Danny Deferrari, Fred Melamed, Dianna Agron",,
A P R I L,2.0,The Girl Who Believes in Miracles,Atlas Distribution Company,"Richard Correll (director/screenplay); G.M. Mercier (screenplay); Mira Sorvino, Austyn Johnson, Kevin Sorbo, Peter Coyote",,
A P R I L,2.0,The Believer,Freestyle Releasing,"Shan Serafin (director/screenplay); Aidan Bristow, Sophie Kargman, Susan Wilder, Lindsay Ginter, Robbie Goldstein, Billy Zane",,[59]
A P R I L,6.0,Dawn of the Beast,Uncork'd Entertainment,"Bruce Wemple (director); Anna Shields (screenplay); Francesca Anderson, Adrián Burke, Chris Cimperman, Ariella Mastroianni, Roger Mayer",,[60]
A P R I L,9.0,Voyagers,Lionsgate / AGC Studios / Thunder Road Films / Ingenious Media,"Neil Burger (director/screenplay); Tye Sheridan, Lily-Rose Depp, Fionn Whitehead, Colin Farrell, Chanté Adams, Isaac Hempstead Wright, Viveik Kalra, Archie Madekwe, Quintessa Swindell",,[61]
A P R I L,9.0,Thunder Force,Netflix,"Ben Falcone (director/screenplay); Melissa McCarthy, Octavia Spencer, Bobby Cannavale, Pom Klementieff, Taylor Mosby, Melissa Leo, Jason Bateman",,
A P R I L,16.0,Arlo the Alligator Boy,"Netflix / Netflix Animation / Titmouse, Inc.","Ryan Crego (director/screenplay); Clay Senechal (screenplay); Michael J. Woodard, Mary Lambert, Haley Tju, Jonathan Van Ness, Brett Gelman, Tony Hale, Annie Potts, Flea, Jennifer Coolidge, Vincent Rodriguez III",,
A P R I L,16.0,Monday,IFC Films,"Argyris Papadimitropoulos (director/screenplay); Rob Hayes (screenplay); Sebastian Stan, Denise Gough, Yorgos Pirpassopoulos, Dominique Tipper",,[62]
A P R I L,16.0,In the Earth,Neon,"Ben Wheatley (director/screenplay); Joel Fry, Reece Shearsmith, Hayley Squires, Ellora Torchia, John Hollingworth, Mark Monero",,
A P R I L,22.0,Stowaway,Netflix / XYZ Films,"Joe Penna (director/screenplay); Ryan Morrison (screenplay); Anna Kendrick, Daniel Dae Kim, Shamier Anderson, Toni Collette",,[63]
A P R I L,23.0,Mortal Kombat,Warner Bros. Pictures / New Line Cinema / Atomic Monster Productions / HBO Max,"Simon McQuoid (director); Greg Russo, David Callaham (screenplay); Lewis Tan, Jessica McNamee, Josh Lawson, Tadanobu Asano, Mehcad Brooks, Ludi Lin, Chin Han, Joe Taslim, Hiroyuki Sanada",,[64]
A P R I L,23.0,The Mitchells vs. the Machines,Netflix / Columbia Pictures / Sony Pictures Animation,"Mike Rianda (director/screenplay); Jeff Rowe (co-director/screenplay); Abbi Jacobson, Danny McBride, Maya Rudolph, Mike Rianda, Olivia Colman, Eric Andre, Fred Armisen, Beck Bennett, John Legend, Chrissy Teigen, Blake Griffin, Conan O'Brien",,[65]
A P R I L,23.0,Vanquish,Lionsgate,"George Gallo (director); Samuel Bartlett (screenplay); Ruby Rose, Morgan Freeman",,[66]
A P R I L,23.0,Together Together,Bleecker Street,"Nikole Beckwith (director/screenplay); Ed Helms, Patti Harrison, Tig Notaro",,[67]
A P R I L,23.0,We Broke Up,Vertical Entertainment,"Jeff Rosenberg (director/screenplay); Laura Jacqmin (screenplay); William Jackson Harper, Aya Cash",,[68]
A P R I L,23.0,The Deep Ones,123 Go Films,"Chad Ferrin (director/screenplay); Gina La Piana, Robert Miano, Johann Urb, Silvia Spross, Jackie Debatin, Nicolas Coster",,[69]
A P R I L,29.0,Things Heard & Seen,Netflix / Likely Story,"Shari Springer Berman and Robert Pulcini (director/screenplay); Amanda Seyfried, James Norton, Natalia Dyer, F. Murray Abraham",,[70]
A P R I L,30.0,Without Remorse,Amazon Studios / Paramount Pictures / Skydance Media,"Stefano Sollima (director); Taylor Sheridan, Will Staples (screenplay); Michael B. Jordan, Jamie Bell, Jodie Turner-Smith, Lauren London, Brett Gelman, Jacob Scipio, Jack Kesy, Colman Domingo, Guy Pearce",,[71]
A P R I L,30.0,The Virtuoso,Lionsgate,"Nick Stagliano (director/screenplay); James C. Wolf (screenplay); Anson Mount, Abbie Cornish, Eddie Marsan, David Morse, Anthony Hopkins",,[72]
A P R I L,30.0,Four Good Days,Vertical Entertainment,"Rodrigo García (director/screenplay); Eli Saslow (screenplay); Glenn Close, Mila Kunis, Stephen Root",,[73]
A P R I L,30.0,Separation,Open Road Films / Briarcliff Entertainment,"William Brent Bell (director); Nick Amadeus, Josh Braun (screenplay); Rupert Friend, Mamie Gummer, Violet McGraw, Brian Cox",,[74]
A P R I L,30.0,The Resort,Vertical Entertainment,"Taylor Chien (director/screenplay); Brock O'Hurn, Avery Pascual, Michael Vlamis, Michelle Randolph, Bianca Haase",,[75]
M A Y,7.0,Wrath of Man,Metro-Goldwyn-Mayer / Miramax,"Guy Ritchie (director/screenplay); Ivan Atkinson, Marn Davies (screenplay); Jason Statham, Holt McCallany, Jeffrey Donovan, Josh Hartnett, Laz Alonso, Raúl Castillo, DeObia Oparei, Eddie Marsan, Scott Eastwood, Andy García",,[76]
M A Y,7.0,Monster,Netflix / Bron Creative,"Anthony Mandler (director); Radha Blank, Cole Wiley, Janece Shaffer (screenplay); Kelvin Harrison Jr., Jennifer Ehle, Tim Blake Nelson, Nasir ""Nas"" Jones, Rakim ""A$AP Rocky"" Mayers, Paul Ben-Victor, John David Washington, Jennifer Hudson, Jeffrey Wright",,[77]
M A Y,7.0,The Paper Tigers,Well Go USA Entertainment,"Tran Quoc Bao (director/screenplay); Alain Uy, Ron Yuan, Mykel Shannon Jenkins",,
M A Y,7.0,Mainstream,IFC Films / American Zoetrope,"Gia Coppola (director/screenplay); Tom Stuart (screenplay); Andrew Garfield, Maya Hawke, Nat Wolff, Johnny Knoxville, Jason Schwartzman",,[78]
M A Y,7.0,The Water Man,RLJE Films,"David Oyelowo (director); Emma Needell (screenplay); David Oyelowo, Rosario Dawson, Lonnie Chavis, Amiah Miller, Alfred Molina, Maria Bello",,
M A Y,7.0,Here Today,Stage 6 Films,"Billy Crystal (director/screenplay); Alan Zweibel (screenplay); Billy Crystal, Tiffany Haddish, Penn Badgley, Laura Benanti, Louisa Krause",,[79]
M A Y,7.0,Above Suspicion,Lionsgate,"Phillip Noyce (director); Chris Gerolmo (screenplay); Jack Huston, Emilia Clarke, Thora Birch, Johnny Knoxville",,
M A Y,7.0,Reboot Camp,Freestyle Releasing,"Ivo Raza (director/screenplay); David Koechner, Ed Begley Jr., Chaz Bono, Ja Rule, Shar Jackson, Eric Roberts",,
M A Y,7.0,Benny Loves You,Epic Pictures Group,"Karl Holt (director/screenplay); Karl Holt, Claire Cartwright, David Wayman, George Collie, James Parsons, Lydia Hourihan",,[80]
M A Y,12.0,Oxygen,Netflix,"Alexandre Aja (director); Christine LeBlanc (screenplay); Mélanie Laurent, Mathieu Amalric, Malik Zidi",,[81]
M A Y,14.0,Army of the Dead,Netflix / The Stone Quarry,"Zack Snyder (director/screenplay); Shay Hatten, Joby Harold (screenplay); Dave Bautista, Ella Purnell, Omari Hardwick, Ana de la Reguera, Theo Rossi, Matthias Schweighöfer, Nora Arnezeder, Hiroyuki Sanada, Tig Notaro, Raúl Castillo, Huma Qureshi, Garret Dillahunt",,[82]
M A Y,14.0,Those Who Wish Me Dead,Warner Bros. Pictures / New Line Cinema / Bron Creative / HBO Max,"Taylor Sheridan (director/screenplay); Michael Koryta, Charles Leavitt (screenplay); Angelina Jolie, Nicholas Hoult, Finn Little, Aidan Gillen, Jake Weber, Medina Senghore, Jon Bernthal",,[83]
M A Y,14.0,The Woman in the Window,Netflix / 20th Century Studios / Fox 2000 Pictures,"Joe Wright (director); Tracy Letts (screenplay); Amy Adams, Gary Oldman, Anthony Mackie, Fred Hechinger, Wyatt Russell, Brian Tyree Henry, Jennifer Jason Leigh, Julianne Moore",,[84]
M A Y,14.0,Spiral,Lionsgate / Twisted Pictures,"Darren Lynn Bousman (director); Josh Stolberg, Pete Goldfinger (screenplay); Chris Rock, Max Minghella, Marisol Nichols, Samuel L. Jackson",,[85]
M A Y,14.0,Georgetown,Vertical Entertainment,"Christoph Waltz (director); David Auburn (screenplay); Christoph Waltz, Vanessa Redgrave, Annette Bening, Corey Hawkins",,[86]
M A Y,14.0,Finding You,Roadside Attractions,"Brian Baugh (director/screenplay); Rose Reid, Jedidiah Goodacre, Katherine McNamara, Patrick Bergin, Saoirse-Monica Jackson, Judith Hoag, Tom Everett Scott, Vanessa Redgrave",,
M A Y,14.0,The Killing of Two Lovers,Neon,"Robert Machoian (director/screenplay); Clayne Crawford, Sepideh Moafi, Chris Coy, Avery Pizzuto, Arri Graham, Ezra Graham",,
M A Y,18.0,616 Wilford Lane,Indican Pictures,"Mark S. Allen, Dante Yore (director/screenplay); Howard Burd (screenplay); John Littlefield, Eric Roberts, Alyson Gorske, Stevonte Hart, Eliza Roberts",,[87]
M A Y,21.0,Dream Horse,Bleecker Street / Topic Studios / Film4 / Ingenious Media,"Euros Lyn (director); Neil McKay (screenplay); Toni Collette, Damian Lewis, Owen Teale, Joanna Page, Karl Johnson, Steffan Rhodri, Anthony O'Donnell, Nicholas Farrell, Siân Phillips",,
M A Y,21.0,Blast Beat,Stage 6 Films / Vertical Entertainment,"Esteban Arango (director/screenplay); Erick Castrillon (screenplay); Moisés Arias, Mateo Arias, Daniel Dae Kim, Kali Uchis, Ashley Jackson, Diane Guerrero, Wilmer Valderrama",,[88]
M A Y,28.0,A Quiet Place Part II,Paramount Pictures / Platinum Dunes / Sunday Night Productions,"John Krasinski (director/screenplay); Emily Blunt, Cillian Murphy, Millicent Simmonds, Noah Jupe, Djimon Hounsou, John Krasinski",,[89]
M A Y,28.0,Cruella,Walt Disney Pictures / Disney+,"Craig Gillespie (director); Dana Fox, Tony McNamara (screenplay); Emma Stone, Emma Thompson, Joel Fry, Paul Walter Hauser, Emily Beecham, Kirby Howell-Baptiste, Mark Strong",,[90]
M A Y,28.0,Plan B,Hulu,"Natalie Morales (director); Prathi Srinivasan, Joshua Levy (screenplay); Kuhoo Verma, Victoria Moroles",,[91]
J U N E,1.0,Changing the Game,Hulu,"Michael Barnett (director/screenplay); Amanda C. Griffin, Michael Mahaffie (screenplay); Mack Beggs, Sarah Rose Huckman, Terry Miller, Ngozi Nnaji, Andraya Yearwood",,
J U N E,4.0,Spirit Untamed,Universal Pictures / DreamWorks Animation,"Elaine Bogan, Ennio Torresan (directors); Aury Wallington (screenplay); Isabela Merced, Marsai Martin, Mckenna Grace, Julianne Moore, Jake Gyllenhaal, Walton Goggins, Eiza González",,[92]
J U N E,4.0,The Conjuring: The Devil Made Me Do It,Warner Bros. Pictures / New Line Cinema / HBO Max,"Michael Chaves (director); David Leslie Johnson-McGoldrick (screenplay); Patrick Wilson, Vera Farmiga, Ruairi O'Connor, Sarah Catherine Hook, Julian Hilliard",,[93]
J U N E,4.0,Gully,Vertical Entertainment,"Nabil Elderkin (director); Marcus J. Guillory (screenplay); Jacob Latimore, Charlie Plummer, Jonathan Majors, Kelvin Harrison Jr., Amber Heard, Terrence Howard",,
J U N E,4.0,Flashback,Lionsgate,"Christopher MacBride (director/screenplay); Dylan O'Brien, Maika Monroe, Hannah Gross, Emory Cohen, Keir Gilchrist",,[94]
J U N E,4.0,Under the Stadium Lights,Film Bridge International / Saban Films,"Todd Randall (director); John Collins, Hamid Torabpour (screenplay); Milo Gibson, Laurence Fishburne, Glenn Morshower, Noel Gugliemi",,
J U N E,4.0,Grace and Grit,Quiver Distribution,"Sebastian Siegel (director/screenplay); Mena Suvari, Stuart Townsend, Frances Fisher, Rebekah Graf, Mariel Hemingway, Nick Stahl",,
